"Resp_id1","strata","bra10grp","aldergrp","udgrp","loengrp","int_resultat","metode","pervgt","A1","A1a","A3","A4","A5","A7","A8","A9","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","C1","C2","C3","C4","C5","D1","D2","D3","D4","E3","E3a","E3b","E3c","E4","E4a","E4b","E4c","E1","E1a","E1b","E1c","E2","E2a","E2b","E2c","F1","F1a","F1b","F1c","F2","F2a","F2b","F2c","G1","G1a","G1b","G1c","G2","G2a","G2b","G2c","G3","G3a","G3b","G3c","H1","H2","H3","H4","J1","J2","ISCO_NU","ISCO_DA"
"LS781565",2,"9 Offentlig administration, undervisning og sundhed",2,3,3,1,1,932.9386888,1,NA,97,NA,1,1,1,1,1,1,1,4,1,1,2,2,2,1,3,3,2,4,5,3,3,3,3,3,2,5,4,2,1,3,1,1,5,3,NA,NA,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,1,3,2,1,2,3,2,1,5,3,NA,NA,NA,NA,NA,NA,56,3,2221,9999
"LS782323",9,"8 Erhvervsservice",2,3,1,1,2,2398.076461,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,4,10,3,9999,9999
"LS783448",2,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,4,1,2,1185.304186,1,NA,97,NA,1,1,1,1,1,2,2,4,2,2,3,2,3,2,2,4,2,4,4,1,1,2,1,1,2,4,3,2,1,3,3,3,5,3,NA,NA,5,3,NA,NA,2,1,3,2,5,3,NA,NA,5,3,NA,NA,1,1,1,2,2,1,1,2,4,3,NA,NA,NA,NA,NA,NA,97,3,7411,7411
"LS783599",8,"9 Offentlig administration, undervisning og sundhed",1,3,4,1,2,1822.247406,1,NA,34,NA,2,NA,NA,NA,1,1,1,3,1,1,4,3,3,4,3,3,4,5,3,NA,NA,NA,NA,NA,3,5,5,3,2,NA,3,2,5,NA,NA,NA,5,NA,NA,NA,2,NA,3,2,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,48,3,2211,9999
"LS784800",6,"2 Industri, råstofindvinding og forsyningsvirksomhed",3,3,4,1,2,551.6555617,1,NA,5,NA,1,1,1,1,5,1,2,4,3,2,2,3,3,2,2,3,4,5,4,3,1,1,2,3,1,4,2,3,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,2,1,3,2,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,91,3,2521,2521
"LS786705",4,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,1,1354.692186,1,NA,37,NA,1,1,1,1,1,1,2,2,2,3,2,3,3,4,4,3,2,4,2,3,3,3,3,3,3,5,5,5,1,3,1,1,5,3,NA,NA,5,3,NA,NA,2,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,37,3,3344,9999
"LS786962",8,"9 Offentlig administration, undervisning og sundhed",2,3,3,1,2,998.5319806,1,NA,34,NA,1,1,1,1,1,2,2,2,2,2,2,2,3,4,2,2,2,4,3,3,3,3,3,3,2,5,4,2,3,3,2,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,2,3,2221,2221
"LS791924",7,"9 Offentlig administration, undervisning og sundhed",2,3,3,1,1,1393.662602,1,NA,32,NA,1,2,2,1,1,3,1,4,1,1,3,9,1,3,1,4,3,5,5,3,3,3,3,3,2,5,5,3,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,4,3,2357,2357
"LS793026",4,"4 Handel og transport mv.",2,2,4,1,2,1256.808363,1,NA,91,NA,1,1,1,1,2,1,2,3,3,3,5,2,2,1,5,5,3,2,5,3,3,3,3,3,2,4,2,3,3,1,3,1,5,3,NA,NA,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,16,3,8332,8332
"LS794004",8,"9 Offentlig administration, undervisning og sundhed",1,3,3,1,2,1822.247406,1,NA,48,NA,1,2,2,1,1,1,1,3,3,2,4,4,5,5,5,4,1,5,3,3,3,3,3,3,2,4,4,5,1,3,3,2,5,3,NA,NA,5,3,NA,NA,3,3,3,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,2330,2330
"LS794381",8,"4 Handel og transport mv.",2,2,4,1,2,1249.06286,1,NA,43,NA,1,2,2,2,1,2,2,3,2,2,3,4,2,2,2,2,1,5,3,3,3,3,3,3,1,4,2,2,2,3,3,1,2,2,3,1,2,2,3,2,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,1,2,2,1,3,3,2,NA,NA,NA,NA,77,3,4323,3322
"LS795213",8,"6 Finansiering og forsikring",2,3,4,1,2,1104.904573,1,NA,4,NA,1,2,2,2,2,2,2,4,2,3,4,3,2,2,2,3,4,5,3,3,3,3,3,3,1,5,2,2,3,3,1,1,5,2,NA,NA,5,3,NA,NA,1,3,3,1,4,1,NA,NA,4,1,NA,NA,4,1,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,20,3,2413,2413
"LS795918",4,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,3,1,1,1256.808363,1,NA,52,NA,1,1,1,1,2,2,1,3,3,2,2,3,3,2,2,1,1,1,2,3,3,3,3,3,2,5,2,3,3,3,2,2,5,3,NA,NA,5,3,NA,NA,2,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,52,2,8160,8160
"LS796145",8,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,4,1,2,1249.06286,1,NA,57,NA,1,1,1,1,2,1,2,2,3,3,3,3,2,2,4,4,2,2,3,3,3,3,3,3,2,4,4,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,60,3,8183,8183
"LS796165",8,"5 Information og kommunikation",1,2,2,1,1,2124.42769,1,NA,32,NA,1,1,1,1,3,3,1,1,1,3,1,1,3,4,4,4,1,1,4,3,3,3,3,3,2,5,2,4,1,3,3,2,3,3,2,2,5,3,NA,NA,3,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,7,3,4110,9999
"LS796323",6,"9 Offentlig administration, undervisning og sundhed",1,2,1,1,1,1461.423745,1,NA,84,NA,1,1,1,1,1,1,1,5,1,1,1,1,3,5,5,3,5,5,5,3,3,3,3,3,1,5,4,2,2,1,3,1,5,3,NA,NA,5,3,NA,NA,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,84,2,5329,5329
"LS796942",8,"5 Information og kommunikation",1,3,2,1,1,1873.896811,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,48,3,9999,9999
"LS797177",4,"9 Offentlig administration, undervisning og sundhed",2,3,4,1,2,1053.322518,1,NA,98,NA,1,1,1,2,3,2,2,5,2,2,3,2,2,2,1,4,4,5,4,3,3,3,3,3,1,5,2,2,1,3,3,1,5,3,NA,NA,4,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,2,1,3,2,3,1,3,2,5,3,NA,NA,NA,NA,NA,NA,63,3,9705,9705
"LS797575",8,"8 Erhvervsservice",2,2,4,1,1,1249.06286,1,NA,54,NA,1,1,1,1,2,2,2,2,2,2,5,2,2,2,2,2,3,3,3,3,3,3,3,3,1,5,2,2,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,19,3,9705,9705
"LS797974",8,"9 Offentlig administration, undervisning og sundhed",1,2,3,1,2,2072.778285,1,NA,54,NA,1,1,1,2,2,1,1,3,3,3,4,2,2,4,3,3,3,2,4,1,1,1,3,3,2,5,3,3,1,3,3,1,3,3,3,1,5,3,NA,NA,2,3,3,1,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,17,2,7549,7549
"LS800935",4,"5 Information og kommunikation",2,1,4,1,2,998.5481138,1,NA,98,NA,1,1,1,1,2,3,2,3,3,3,3,3,3,4,3,3,2,3,4,1,1,2,1,1,1,4,3,2,4,1,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,3,1,2,2,4,2,NA,NA,4,1,NA,NA,3,1,2,2,4,2,NA,NA,NA,NA,NA,NA,98,3,3313,3313
"LS801450",8,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,1,1194.339673,1,NA,39,NA,1,2,2,1,3,1,2,5,2,2,2,5,2,2,4,3,5,5,4,3,3,3,3,3,2,5,5,4,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,1,5322,9999
"LS801812",7,"8 Erhvervsservice",3,1,2,1,1,2350.604373,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,2,6,3,9999,9999
"LS802636",7,"7 Ejendomshandel og udlejning",2,2,1,1,1,2514.385306,1,NA,47,NA,1,1,1,1,5,2,2,4,4,4,2,2,3,2,4,5,5,5,3,3,3,3,3,3,1,4,2,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,3,2,2,5,3,NA,NA,NA,NA,NA,NA,47,3,5153,5153
"LS802685",5,"9 Offentlig administration, undervisning og sundhed",1,2,1,1,2,3333.323651,1,NA,90,NA,1,1,2,1,1,2,2,3,3,3,3,5,3,4,2,5,5,5,5,3,3,3,3,3,1,4,3,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,90,3,5329,5329
"LS803659",8,"9 Offentlig administration, undervisning og sundhed",1,3,3,1,2,1822.247406,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,17,3,9999,9999
"LS803675",7,"10 Kultur, fritid og anden service",3,3,4,1,2,1059.975355,1,NA,48,NA,1,1,1,2,1,1,1,3,1,2,4,3,1,1,2,4,1,5,4,3,3,3,3,3,1,5,3,3,1,1,3,1,5,3,NA,NA,1,1,3,1,1,1,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,22,2,2642,2642
"LS803860",10,"9 Offentlig administration, undervisning og sundhed",2,2,3,1,2,838.4654818,1,NA,69,NA,1,1,1,1,1,2,3,3,2,2,3,3,2,2,2,3,3,4,4,3,3,3,3,3,2,3,3,3,2,3,1,1,3,3,3,1,3,3,3,2,3,3,2,3,5,3,NA,NA,5,3,NA,NA,3,3,3,2,3,3,2,3,3,2,3,3,NA,NA,NA,NA,69,1,2320,2320
"LS804071",4,"9 Offentlig administration, undervisning og sundhed",1,2,1,1,2,1970.893176,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,1,98,3,9999,9999
"LS804322",6,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,1,1253.004105,1,NA,47,NA,1,1,1,1,1,1,1,3,1,3,2,1,4,4,1,4,1,1,4,1,1,3,3,3,2,5,5,2,2,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,47,3,3251,3251
"LS804348",8,"9 Offentlig administration, undervisning og sundhed",3,3,3,1,1,566.9122666,1,NA,7,NA,1,1,1,1,1,2,2,5,2,2,4,2,2,2,2,2,2,5,5,3,3,3,3,3,1,4,5,4,3,3,1,1,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,32,2,2359,2359
"LS804939",7,"3 Bygge og anlæg",2,3,4,1,2,1548.967473,1,NA,29,NA,2,NA,NA,NA,1,1,2,2,4,3,5,4,4,4,4,2,2,5,2,NA,NA,NA,NA,NA,2,4,2,2,2,NA,2,1,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,29,2,7126,9999
"LS805526",8,"8 Erhvervsservice",3,2,3,1,2,817.443146,1,NA,48,NA,1,1,1,1,1,1,1,1,1,3,2,3,5,2,5,5,1,1,5,3,3,3,3,3,1,5,5,5,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,25,3,5414,5414
"LS805537",4,"9 Offentlig administration, undervisning og sundhed",3,3,2,1,2,849.5127581,1,NA,42,NA,1,1,1,1,1,2,3,3,2,3,4,4,3,3,3,4,3,5,5,3,3,3,3,3,1,3,1,3,4,3,NA,NA,5,3,NA,NA,4,1,NA,NA,3,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,42,3,2340,2340
"LS805773",8,"4 Handel og transport mv.",1,3,4,1,2,1822.247406,1,NA,48,NA,1,2,2,2,5,4,3,3,2,2,3,3,3,4,2,4,5,5,5,1,1,2,3,1,2,5,5,3,1,1,3,2,5,3,NA,NA,5,3,NA,NA,4,1,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,22,3,2521,2521
"LS806076",7,"4 Handel og transport mv.",2,1,1,1,1,2994.901362,1,NA,23,NA,1,1,1,1,1,1,1,3,2,2,2,3,1,1,5,3,3,2,5,3,3,3,3,3,2,5,4,3,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,32,3,8332,9629
"LS807180",7,"9 Offentlig administration, undervisning og sundhed",1,3,1,1,1,3813.981611,1,NA,17,NA,1,1,1,1,2,2,2,4,3,3,3,2,3,3,3,2,5,5,4,3,3,3,3,3,2,5,2,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,2343,9999
"LS807614",9,"4 Handel og transport mv.",3,2,2,1,2,2300.839497,1,NA,65,NA,1,1,1,1,1,1,1,5,2,3,4,2,3,2,9,5,5,5,5,3,3,2,3,1,1,5,2,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,1,3,1,1,1,3,1,NA,NA,NA,NA,65,3,8320,8320
"LS807964",6,"6 Finansiering og forsikring",2,2,4,1,2,1165.832735,1,NA,96,NA,1,1,1,1,1,2,1,3,2,2,3,2,4,2,3,3,2,3,4,3,3,1,3,3,2,5,2,3,2,3,2,1,1,3,1,1,2,1,1,1,1,3,3,1,5,3,NA,NA,5,3,NA,NA,1,1,2,2,1,1,2,2,2,1,2,2,NA,NA,NA,NA,38,3,2412,2412
"LS808562",8,"3 Bygge og anlæg",2,1,2,1,1,1724.280581,1,NA,999,NA,1,1,1,1,1,1,4,3,3,3,2,1,1,1,3,3,5,1,1,3,3,3,3,3,2,5,2,4,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,62,3,8342,9999
"LS808600",4,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,4,1,2,1256.808363,1,NA,66,NA,1,1,1,1,1,2,1,4,2,2,3,2,2,3,1,2,1,4,2,1,1,2,1,1,1,5,4,2,4,1,NA,NA,4,3,NA,NA,5,3,NA,NA,2,1,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,13,3,9705,9705
"LS808824",4,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,1,1,1,2,1605.223055,1,NA,68,NA,1,1,1,1,3,4,3,4,4,4,3,4,4,2,4,4,4,5,5,3,3,3,3,3,2,4,2,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,3,9,9,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,68,3,8344,8344
"LS809343",4,"9 Offentlig administration, undervisning og sundhed",2,3,2,1,2,1151.206341,1,NA,74,NA,1,1,1,1,3,2,2,4,1,2,4,2,2,2,2,3,2,5,5,3,3,3,3,3,2,4,4,1,1,1,1,1,5,3,NA,NA,4,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,74,1,2264,2264
"LS809381",8,"4 Handel og transport mv.",2,2,4,1,2,1142.690268,1,NA,40,NA,1,1,1,1,1,1,1,4,2,2,3,2,1,2,2,2,2,5,4,1,1,3,1,1,1,4,2,2,3,1,3,1,1,3,2,1,1,3,3,1,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,25,3,4322,9705
"LS809568",6,"2 Industri, råstofindvinding og forsyningsvirksomhed",1,3,4,1,2,1437.190941,1,NA,5,NA,1,1,1,1,2,3,2,4,2,2,4,2,2,2,2,3,4,5,3,3,3,3,3,3,1,5,2,1,3,3,3,1,5,3,NA,NA,5,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,1,3,1,5,3,NA,NA,NA,NA,NA,NA,90,3,2411,2411
"LS809938",5,"4 Handel og transport mv.",1,2,1,1,2,3333.323651,1,NA,98,NA,1,2,2,2,2,2,2,4,3,2,4,4,2,1,2,5,2,5,2,1,1,2,1,1,1,5,2,2,4,3,NA,NA,5,2,NA,NA,5,2,NA,NA,3,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,1,3,2,NA,NA,NA,NA,98,3,2432,5131
"LS811526",7,"9 Offentlig administration, undervisning og sundhed",2,3,2,1,1,1415.690574,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,8,9999,9999
"LS811790",4,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,3,4,1,2,1053.322518,1,NA,38,NA,1,2,2,2,3,1,2,3,2,3,3,2,2,2,2,2,2,5,3,3,3,3,3,3,2,3,2,3,2,3,3,2,4,2,NA,NA,4,2,NA,NA,2,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,38,3,1221,1221
"LS811853",4,"7 Ejendomshandel og udlejning",1,2,1,1,2,1970.893176,1,NA,98,NA,9,NA,NA,NA,2,1,2,3,3,3,3,2,3,2,4,3,4,3,4,NA,NA,NA,NA,NA,2,1,3,3,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,66,3,5153,9999
"LS812041",3,"9 Offentlig administration, undervisning og sundhed",1,1,1,1,1,4779.543895,1,NA,37,NA,2,NA,NA,NA,2,1,1,1,3,2,1,2,3,3,1,4,4,5,2,NA,NA,NA,NA,NA,1,5,1,5,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,3,NA,3,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,37,3,2343,9999
"LS812846",7,"9 Offentlig administration, undervisning og sundhed",1,3,2,1,2,3658.676741,1,NA,71,NA,1,2,2,2,3,2,1,2,2,2,3,2,2,2,1,2,2,2,4,3,3,2,1,1,3,5,3,2,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,9,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,1,3,2,NA,NA,NA,NA,71,3,2343,5322
"LS813424",3,"4 Handel og transport mv.",2,3,4,1,2,2081.566113,1,NA,98,NA,1,1,1,1,2,1,2,3,3,2,4,3,3,3,3,3,4,5,3,3,3,2,3,3,2,5,2,3,1,1,1,1,1,3,3,2,4,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,38,3,1221,1221
"LS813493",8,"8 Erhvervsservice",2,3,4,1,2,1104.904573,1,NA,48,NA,1,1,1,1,1,1,1,4,2,2,5,2,3,2,1,2,2,5,5,3,3,3,3,3,1,5,1,1,1,3,3,1,1,3,3,2,3,3,2,1,1,3,2,2,5,3,NA,NA,5,3,NA,NA,3,3,1,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,2411,2411
"LS814165",8,"4 Handel og transport mv.",1,3,4,1,2,1822.247406,1,NA,24,NA,1,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,4,3,1,1,3,1,3,3,2,2,2,3,1,2,2,1,3,3,2,3,1,3,2,2,3,2,2,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,38,3,1221,2433
"LS814202",8,"9 Offentlig administration, undervisning og sundhed",2,3,4,1,2,998.5319806,1,NA,48,NA,1,1,1,2,1,2,2,4,2,2,3,4,3,4,3,4,3,2,5,1,1,3,2,2,2,5,4,3,1,1,3,1,5,3,NA,NA,4,1,NA,NA,3,1,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,3341,2340
"LS815597",7,"8 Erhvervsservice",1,3,4,1,2,3791.95364,1,NA,999,NA,1,2,2,2,1,1,1,4,1,1,3,1,4,4,3,1,1,5,3,1,1,2,1,2,2,3,2,2,1,1,2,1,1,1,3,1,2,3,2,1,1,1,3,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,3,3,2,2,4,3,NA,NA,NA,NA,NA,NA,29,1,3341,3213
"LS815908",8,"9 Offentlig administration, undervisning og sundhed",3,2,2,1,1,762.7199588,1,NA,6,NA,1,1,1,1,1,1,1,5,2,1,3,1,1,1,9,2,2,9,4,3,3,3,3,3,1,5,1,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,1,9,1,3,1,2,NA,NA,NA,NA,6,3,5322,9999
"LS816355",7,"8 Erhvervsservice",2,3,4,1,1,1548.967473,1,NA,14,NA,1,1,1,1,1,1,1,2,2,4,2,2,4,4,2,1,1,1,4,3,3,3,3,3,2,5,1,1,1,3,3,1,1,3,3,2,1,3,3,1,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,14,1,1219,9999
"LS817407",3,"5 Information og kommunikation",2,2,1,1,2,2578.47145,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,4,13,3,9999,9999
"LS817609",4,"2 Industri, råstofindvinding og forsyningsvirksomhed",1,1,1,1,1,1967.028485,1,NA,52,NA,2,NA,NA,NA,1,1,3,4,4,2,5,2,4,2,1,2,1,1,2,NA,NA,NA,NA,NA,2,5,3,1,2,NA,3,1,5,NA,NA,NA,5,NA,NA,NA,2,NA,1,2,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,52,3,8189,9999
"LS817671",6,"9 Offentlig administration, undervisning og sundhed",2,3,4,1,2,1228.771301,1,NA,64,NA,1,1,1,1,4,1,2,3,1,2,4,2,2,2,2,3,4,5,3,1,1,3,1,1,2,5,4,3,1,1,3,2,4,3,NA,NA,2,1,3,2,1,3,1,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,3,2421,2421
