"Resp_id1","strata","bra10grp","aldergrp","udgrp","loengrp","int_resultat","metode","pervgt","A1","A1a","A3","A4","A5","A7","A8","A9","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","C1","C2","C3","C4","C5","D1","D2","D3","D4","E3","E3a","E3b","E3c","E4","E4a","E4b","E4c","E1","E1a","E1b","E1c","E2","E2a","E2b","E2c","F1","F1a","F1b","F1c","F2","F2a","F2b","F2c","G1","G1a","G1b","G1c","G2","G2a","G2b","G2c","G3","G3a","G3b","G3c","H1","H2","H3","H4","J1","J2","ISCO_NU","ISCO_DA"
"LS368754",3,"4 Handel og transport mv.",2,1,1,1,2,4330.513907,1,NA,30,NA,1,1,1,1,3,1,1,2,2,3,2,5,3,9,9,5,5,5,5,1,1,1,3,3,2,4,4,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,3,2,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,9,NA,NA,5,9,NA,NA,NA,NA,NA,NA,30,3,5322,5322
"LS368832",10,"9 Offentlig administration, undervisning og sundhed",2,3,2,1,1,666.9035819,1,NA,45,NA,1,1,1,1,1,1,1,5,2,1,5,5,1,3,5,3,3,5,5,1,1,3,3,3,3,4,5,2,2,1,1,2,5,3,NA,NA,5,3,NA,NA,2,3,2,2,5,3,NA,NA,5,3,NA,NA,3,1,1,4,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,45,3,2221,2221
"LS368930",1,"4 Handel og transport mv.",2,3,4,1,2,1961.75052,1,NA,18,NA,1,1,1,1,5,1,2,3,2,2,3,4,1,1,3,4,3,5,5,3,3,3,3,3,1,5,3,4,3,3,3,1,3,3,2,1,3,3,1,1,3,3,1,1,5,3,NA,NA,5,3,NA,NA,2,3,1,1,1,3,3,1,5,3,NA,NA,NA,NA,NA,NA,48,1,1120,1120
"LS369134",1,"9 Offentlig administration, undervisning og sundhed",2,3,1,1,2,1969.372655,1,NA,8,NA,1,1,1,1,1,2,1,3,1,2,4,2,2,2,1,2,2,2,3,3,3,3,3,3,2,4,3,2,1,3,1,1,5,3,NA,NA,5,3,NA,NA,2,3,1,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,8,3,2221,2221
"LS370237",9,"4 Handel og transport mv.",1,2,2,1,2,3646.504477,1,NA,70,NA,2,NA,NA,NA,1,2,3,3,2,3,2,4,3,1,2,2,5,2,4,NA,NA,NA,NA,NA,2,5,3,3,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,23,3,3111,9999
"LS370338",8,"9 Offentlig administration, undervisning og sundhed",2,3,4,1,2,998.5319806,1,NA,29,NA,1,2,2,2,2,2,2,2,2,3,2,4,3,2,4,3,3,5,3,3,1,3,3,1,3,5,4,4,1,1,3,2,5,3,NA,NA,4,1,NA,NA,1,1,1,2,5,3,NA,NA,5,3,NA,NA,3,1,3,2,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,71,3,9705,1342
"LS370957",4,"8 Erhvervsservice",2,3,1,1,1,1151.206341,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,27,3,9999,9999
"LS371396",2,"2 Industri, råstofindvinding og forsyningsvirksomhed",1,3,4,1,1,1152.404081,1,NA,56,NA,1,2,2,2,1,2,1,4,2,3,4,2,2,3,2,3,2,5,4,1,3,1,1,1,1,5,2,2,2,1,3,2,5,3,NA,NA,4,2,NA,NA,1,1,2,2,5,3,NA,NA,5,3,NA,NA,1,1,2,2,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,56,3,3119,1321
"LS371805",6,"6 Finansiering og forsikring",2,2,3,1,2,1068.544258,1,NA,96,NA,1,1,1,1,1,1,2,4,2,3,4,4,4,3,2,4,4,4,4,3,3,3,3,3,2,5,3,3,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,28,3,3311,3311
"LS372162",8,"8 Erhvervsservice",3,3,1,1,2,724.9342641,1,NA,23,NA,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,3,1,5,4,3,3,3,3,3,1,5,1,2,3,3,2,1,2,3,3,2,3,3,3,2,2,3,2,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,78,2,2411,2411
"LS372375",3,"6 Finansiering og forsikring",1,2,2,1,2,3628.589403,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,5,5,66,3,9999,9999
"LS372764",8,"9 Offentlig administration, undervisning og sundhed",1,3,1,1,2,1873.896811,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6,6,48,3,9999,9999
"LS373060",7,"9 Offentlig administration, undervisning og sundhed",1,3,4,1,2,3791.95364,1,NA,17,NA,1,1,1,1,1,2,2,1,3,4,2,4,4,4,5,2,4,5,4,3,3,3,3,3,2,5,4,3,1,3,2,1,1,3,1,1,5,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,39,3,3251,3251
"LS373498",3,"10 Kultur, fritid og anden service",2,3,1,1,1,2008.945734,1,NA,76,NA,1,1,1,1,1,2,2,4,4,4,5,1,3,3,1,3,5,5,5,3,3,3,3,3,2,5,2,4,4,3,NA,NA,1,3,2,1,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,76,3,9111,9999
"LS373614",4,"9 Offentlig administration, undervisning og sundhed",3,2,3,1,2,700.7192209,1,NA,66,NA,1,1,1,1,1,1,1,4,1,2,2,1,1,1,1,4,3,5,4,3,3,3,3,3,1,5,4,4,1,3,3,1,5,3,NA,NA,3,3,3,1,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,66,3,7411,7411
"LS374867",4,"9 Offentlig administration, undervisning og sundhed",1,3,3,1,2,1415.127949,1,NA,74,NA,1,1,2,2,2,2,2,3,2,2,4,3,2,2,3,3,2,5,2,1,1,2,1,2,2,5,4,2,1,2,2,2,5,3,NA,NA,4,2,NA,NA,1,1,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,74,3,1344,2343
"LS375571",8,"6 Finansiering og forsikring",2,3,4,1,1,1104.904573,1,NA,17,NA,1,2,2,2,2,1,1,4,1,2,5,2,2,2,1,5,2,5,4,9,3,2,3,3,1,5,1,2,4,3,NA,NA,2,3,9,1,3,1,3,2,1,1,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,54,2,9705,9705
"LS376249",9,"3 Bygge og anlæg",2,2,2,1,2,2604.309041,1,NA,53,NA,1,2,2,1,1,2,2,3,2,2,3,2,3,3,3,3,3,4,3,1,1,2,3,3,1,4,2,3,3,3,2,1,5,3,NA,NA,5,3,NA,NA,2,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,53,3,7126,7126
"LS376569",7,"8 Erhvervsservice",2,2,4,1,2,2647.662206,1,NA,48,NA,1,2,2,1,2,2,2,3,1,2,2,1,2,2,2,2,1,4,4,3,1,3,3,2,1,5,2,2,1,1,3,2,2,3,3,2,4,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,3,1,2,2,4,1,NA,NA,4,3,NA,NA,NA,NA,NA,NA,54,1,1120,1120
"LS377271",8,"4 Handel og transport mv.",2,3,4,1,1,1104.904573,1,NA,40,NA,1,1,1,1,2,2,1,1,1,3,2,2,4,1,2,2,4,5,3,3,3,3,3,3,2,4,3,4,3,3,3,1,5,3,NA,NA,5,3,NA,NA,1,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,49,3,3313,9999
"LS378224",8,"9 Offentlig administration, undervisning og sundhed",2,3,4,1,2,1104.904573,1,NA,54,NA,1,1,2,2,3,2,2,3,2,2,4,2,2,2,2,2,3,5,4,3,3,2,3,3,1,5,2,3,2,1,3,1,2,1,3,1,4,2,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,3,3,1,NA,NA,NA,NA,10,2,2421,2421
"LS379420",7,"4 Handel og transport mv.",1,2,2,1,1,4912.676344,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,999,3,9999,9999
"LS380305",4,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,2,1354.692186,1,NA,38,NA,1,1,1,1,2,2,2,2,2,3,3,4,2,2,4,3,3,5,4,1,1,3,3,3,3,2,5,4,4,2,NA,NA,4,2,NA,NA,3,3,3,1,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,38,2,4110,9705
"LS380626",7,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,1,2514.385306,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,5,27,3,9999,9999
"LS381184",6,"3 Bygge og anlæg",1,2,2,1,1,1558.712221,1,NA,91,NA,1,2,2,1,1,1,1,3,3,1,2,2,4,4,2,3,4,3,2,1,1,1,2,2,2,5,3,2,1,3,1,2,4,2,NA,NA,5,3,NA,NA,1,1,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,91,3,7411,7411
"LS381203",10,"2 Industri, råstofindvinding og forsyningsvirksomhed",3,2,4,1,2,1151.317458,1,NA,49,NA,1,1,1,1,1,2,2,3,2,2,3,3,2,2,2,3,1,3,3,1,1,1,1,1,1,3,2,3,1,3,2,2,5,3,NA,NA,5,3,NA,NA,2,3,2,2,5,3,NA,NA,4,3,NA,NA,1,1,3,2,3,3,3,2,5,3,NA,NA,NA,NA,NA,NA,49,3,3341,3341
"LS381984",4,"6 Finansiering og forsikring",2,3,4,1,2,1053.322518,1,NA,98,NA,1,1,1,1,1,4,1,2,1,4,3,5,1,1,3,4,1,5,1,3,3,3,3,3,3,5,5,3,3,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,38,3,2411,2411
"LS382125",8,"8 Erhvervsservice",3,2,4,1,2,711.0705537,1,NA,48,NA,1,1,1,1,3,2,2,3,3,4,4,3,3,3,2,3,4,5,4,3,3,3,3,3,1,5,2,3,4,3,NA,NA,5,3,NA,NA,4,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,2,3343,3343
"LS382490",6,"9 Offentlig administration, undervisning og sundhed",2,3,4,1,2,1326.059778,1,NA,16,NA,1,1,1,1,2,1,2,3,2,2,2,2,3,4,4,4,1,5,2,3,3,3,3,3,3,3,5,5,1,3,1,1,5,3,NA,NA,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,16,3,2330,9999
"LS382614",9,"10 Kultur, fritid og anden service",2,2,1,1,1,2543.197195,1,NA,27,NA,1,1,2,1,2,1,3,3,3,4,2,4,2,3,4,4,2,4,5,2,3,3,3,3,2,5,3,5,2,2,3,2,1,3,8,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,27,3,9412,9412
"LS382775",8,"9 Offentlig administration, undervisning og sundhed",3,3,1,1,1,618.5616718,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,2,31,2,9999,9999
"LS382781",8,"8 Erhvervsservice",2,2,2,1,2,1300.712265,1,NA,6,NA,1,1,1,1,1,2,2,4,2,3,2,3,4,2,4,3,1,5,2,3,3,3,3,3,2,5,4,5,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,2,4,3,NA,NA,NA,NA,NA,NA,6,3,8182,8182
"LS382913",10,"9 Offentlig administration, undervisning og sundhed",1,3,2,1,2,1565.087973,1,NA,77,NA,2,NA,NA,NA,1,1,2,2,2,2,3,2,1,2,2,2,2,3,3,NA,NA,NA,NA,NA,2,5,4,2,1,NA,1,1,5,NA,NA,NA,5,NA,NA,NA,1,NA,1,1,5,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,79,3,2341,9999
"LS383141",5,"4 Handel og transport mv.",2,2,4,1,1,2051.189057,1,NA,96,NA,1,1,2,1,2,1,1,3,2,2,2,1,1,1,1,3,5,5,5,3,3,3,3,3,1,5,1,1,1,3,3,2,1,3,3,2,2,3,3,2,1,3,3,2,5,3,NA,NA,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,998,8,1120,1120
"LS383825",8,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,2,1194.339673,1,NA,1,NA,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,5,4,3,2,2,2,2,2,2,4,2,3,4,3,2,1,2,4,3,NA,NA,1,1,1,1,5,3,NA,NA,1,1,1,1,5,3,NA,NA,1,1,1,1,1,1,1,4,5,3,NA,NA,NA,NA,NA,NA,23,2,8160,8160
"LS384037",4,"4 Handel og transport mv.",1,2,1,1,2,1716.497617,1,NA,98,NA,1,2,2,1,2,2,2,1,4,4,3,3,5,5,4,2,1,5,2,2,2,3,2,3,2,5,3,3,5,2,NA,NA,1,3,1,1,5,3,NA,NA,3,3,1,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,5223,5223
"LS384473",7,"9 Offentlig administration, undervisning og sundhed",1,3,2,1,2,3658.676741,1,NA,48,NA,1,1,1,1,1,1,1,3,3,3,2,1,2,5,2,1,1,5,5,3,3,3,3,3,3,5,1,3,2,1,2,1,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,2343,2343
"LS386123",6,"9 Offentlig administration, undervisning og sundhed",2,3,4,1,1,1228.771301,1,NA,64,NA,1,1,1,1,1,1,1,4,3,4,4,2,2,1,3,1,3,4,3,3,3,3,3,3,1,4,3,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,3,3,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,60,3,4110,9999
"LS386244",5,"9 Offentlig administration, undervisning og sundhed",2,3,3,1,2,2445.658923,1,NA,86,NA,1,1,1,1,4,1,2,4,1,2,2,2,2,2,2,3,4,5,5,3,3,3,3,3,2,3,2,5,1,3,1,1,5,3,NA,NA,5,3,NA,NA,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,86,3,2340,2340
"LS386607",10,"9 Offentlig administration, undervisning og sundhed",2,3,2,1,1,666.9035819,1,NA,36,NA,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,2,2,4,2,3,3,3,3,3,3,3,3,3,1,3,2,2,5,3,NA,NA,5,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,999,3,3211,3211
"LS388966",3,"7 Ejendomshandel og udlejning",2,2,2,1,2,2578.47145,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,4,98,3,9999,9999
"LS390569",6,"2 Industri, råstofindvinding og forsyningsvirksomhed",1,3,4,1,2,1534.479417,1,NA,5,NA,1,1,1,2,3,2,1,5,1,1,5,2,1,1,1,3,3,5,3,1,1,2,1,1,2,5,3,1,1,1,3,1,5,3,NA,NA,4,2,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,1,2423,1330
"LS391452",5,"9 Offentlig administration, undervisning og sundhed",3,3,1,1,1,2124.951005,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,82,2,9999,9999
"LS391524",10,"2 Industri, råstofindvinding og forsyningsvirksomhed",3,2,1,1,2,723.628829,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,62,3,9999,9999
"LS391839",7,"4 Handel og transport mv.",1,2,1,1,1,4912.676344,1,NA,23,NA,2,NA,NA,NA,1,5,1,1,1,1,4,3,5,5,5,4,1,5,2,NA,NA,NA,NA,NA,2,5,2,1,3,NA,2,1,2,NA,2,1,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,3,7231,9999
"LS393437",8,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,4,1,2,1249.06286,1,NA,32,NA,1,1,1,1,1,2,1,5,2,2,5,1,1,2,2,3,3,5,4,1,1,2,1,1,2,5,4,2,4,1,NA,NA,1,3,2,1,1,3,2,1,2,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,3,2,3322,3322
"LS393495",4,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,2,1354.692186,1,NA,98,NA,1,1,1,1,2,2,2,2,3,2,2,3,2,4,3,3,5,3,4,1,1,3,3,3,1,4,3,3,1,1,2,2,3,1,3,1,5,3,NA,NA,2,1,3,1,5,3,NA,NA,5,3,NA,NA,1,1,1,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,4110,4110
"LS393778",2,"2 Industri, råstofindvinding og forsyningsvirksomhed",3,2,2,1,1,994.6927064,1,NA,92,NA,1,1,1,1,1,1,2,2,2,3,2,2,1,1,2,2,2,3,2,3,3,3,1,3,1,4,4,3,2,3,2,1,5,3,NA,NA,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,9,9,NA,NA,5,3,NA,NA,NA,NA,NA,NA,44,3,8212,8212
"LS394166",7,"8 Erhvervsservice",3,2,1,1,2,2025.393189,1,NA,87,NA,2,NA,NA,NA,2,2,2,3,2,2,4,2,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,2,1,3,3,4,NA,NA,NA,5,NA,NA,NA,3,NA,3,3,2,NA,2,3,3,NA,2,2,4,NA,NA,NA,3,NA,2,2,5,NA,NA,NA,1,NA,2,3,NA,NA,NA,NA,87,3,7125,9999
"LS395584",1,"9 Offentlig administration, undervisning og sundhed",1,3,4,1,1,300.2881217,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,97,3,9999,9999
"LS395753",4,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,4,1,1,1256.808363,1,NA,98,NA,1,1,1,1,1,1,1,3,3,3,2,2,3,1,1,1,2,5,2,3,3,3,3,3,1,5,1,2,3,3,2,1,5,3,NA,NA,3,3,1,1,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,4110,4110
"LS397068",4,"9 Offentlig administration, undervisning og sundhed",2,3,3,1,1,1053.322518,1,NA,98,NA,1,1,1,1,1,1,1,4,2,1,4,1,1,1,1,3,2,5,5,3,3,3,3,3,2,5,2,4,1,3,1,1,5,3,NA,NA,5,3,NA,NA,3,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,2341,9999
"LS397658",6,"4 Handel og transport mv.",3,1,1,1,2,945.663449,1,NA,90,NA,1,1,1,1,1,3,3,4,3,3,2,3,3,2,4,4,1,4,5,3,3,3,3,3,1,5,2,2,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,3,3,2,1,5,3,NA,NA,5,3,NA,NA,1,3,2,2,1,3,2,2,1,3,2,2,NA,NA,NA,NA,90,2,8320,8320
"LS398238",1,"5 Information og kommunikation",1,3,2,1,2,1725.51606,1,NA,97,NA,1,2,2,1,4,1,2,1,3,4,3,4,3,2,5,3,4,4,4,2,2,2,2,2,4,1,5,5,4,2,NA,NA,4,2,NA,NA,4,2,NA,NA,3,2,3,3,5,2,NA,NA,5,2,NA,NA,5,2,NA,NA,5,2,NA,NA,5,2,NA,NA,NA,NA,NA,NA,97,3,2611,2611
"LS398408",8,"10 Kultur, fritid og anden service",1,3,4,1,2,1822.247406,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,26,3,9999,9999
"LS399839",8,"9 Offentlig administration, undervisning og sundhed",2,3,4,1,2,998.5319806,1,NA,32,NA,1,1,2,2,1,1,1,3,1,1,5,2,2,2,1,2,2,5,4,1,1,3,1,1,4,4,1,1,1,1,1,1,5,3,NA,NA,3,1,3,2,1,1,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,1,3,2,NA,NA,NA,NA,23,3,2310,2211
"LS400411",6,"4 Handel og transport mv.",1,1,4,1,2,1744.027457,1,NA,57,NA,1,2,2,2,2,3,2,3,4,2,4,3,2,1,3,2,4,5,3,2,2,3,2,1,3,3,3,3,2,2,2,1,5,2,NA,NA,5,2,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,2,8332,8332
"LS400422",6,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,2,1253.004105,1,NA,64,NA,1,1,1,1,1,2,2,3,2,2,2,5,4,3,4,2,1,5,5,1,1,1,3,3,1,5,4,2,1,1,2,2,2,1,2,2,5,3,NA,NA,1,1,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,1,3,2,1,NA,NA,NA,NA,21,3,3111,3111
"LS400512",10,"9 Offentlig administration, undervisning og sundhed",1,2,2,1,2,1798.674535,1,NA,27,NA,1,1,2,1,1,2,3,4,3,3,3,3,4,5,4,3,3,5,5,3,3,3,3,3,1,5,4,2,1,3,2,2,5,3,NA,NA,5,3,NA,NA,1,3,2,2,5,3,NA,NA,5,3,NA,NA,1,3,2,2,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,27,3,5321,5321
"LS401710",3,"3 Bygge og anlæg",1,2,1,1,2,3027.501438,1,NA,98,NA,1,2,2,2,2,1,2,5,2,1,4,3,1,1,2,5,2,5,3,1,1,2,1,1,3,3,4,1,4,3,NA,NA,5,2,NA,NA,2,2,2,3,2,2,1,3,3,1,2,3,3,2,2,2,2,2,2,3,4,3,NA,NA,3,2,3,2,NA,NA,NA,NA,98,3,7411,4412
